,encoding,probabilities
289,"[[-22.704618    22.334711   -14.082466   -77.578224   -44.167583
  -73.99105    -50.388317   -68.21388     14.54947    -71.29375
   22.580742   -15.28644     28.943624    -3.0641418  -71.67067
   18.466381    46.135727   -78.52292    -10.992492   -31.335733
    0.83671653  -8.218414   -52.936028   -61.418587   -38.914936
   33.206356   -17.319248    23.836517    -0.33976406  59.439945
   -2.7097921  -69.70607     23.22068    -69.035645    22.350471
  -49.78259    -77.156265    13.27898    -47.49769    -12.353059
  -73.81518     -8.630695   -75.80692    -72.507385   -75.879295
  -29.99784    -58.139767   -65.52416    -71.21496     -4.359606
  -37.35204    -70.443405     6.7181478  -13.1983385  -42.490505
  -14.429483    -6.695532    -1.1237776  -61.216026   -82.17994
  -12.026471   -77.48049    -32.09186    -72.72991   ]]",[[0.8502033]]
290,"[[-22.775646   30.861328  -14.959643  -80.97743   -45.327442  -77.10537
  -51.82555   -69.41269    19.634033  -74.25284    29.633316  -13.9487295
   36.370766   -1.5910318 -75.17333    25.079601   39.771477  -82.37359
   -9.822915  -31.068554    3.1240869  -8.093697  -57.006496  -63.857143
  -40.527107   39.158985  -18.724892   31.425323    1.4697081  52.37354
    1.4239119 -72.494736   27.150248  -71.777306   28.624914  -50.27545
  -80.73002    22.371305  -49.807602  -12.184097  -76.81877   -19.109838
  -78.652954  -76.87587   -78.95716   -30.307821  -60.9644    -69.94761
  -74.09892    -2.6144266 -39.199158  -73.486176    8.310077   -9.138143
  -44.012447  -12.874821   -6.7127557  -1.1467351 -64.50098   -85.36565
  -12.446052  -80.174576  -32.335613  -76.28202  ]]",[[8.411796e-05]]
291,"[[-3.9403517  -1.1826581  -1.1699054  -7.0841866  -4.8887596  -7.282043
  -4.6714783  -8.7096195  -0.8183462  -7.101667   -0.8597682  -4.3896604
  -1.2299105  -2.6671586  -6.632808   -0.98493874  8.3232     -6.692841
  -4.2103667  -5.0351863  -2.8928573  -2.4363675  -3.2624404  -6.289436
  -4.482319   -2.2768807  -1.387868   -0.9531433  -2.6930218  10.032316
  -1.2590595  -7.102333   -4.1779294  -7.0090227  -0.7952336  -5.588247
  -6.906878   -1.3035758  -5.323201   -1.9333333  -7.190317    7.170104
  -7.380472   -6.759412   -7.1986012  -4.375492   -6.706291   -4.3871408
  -7.5564117  -2.9515011  -3.236558   -6.9686117  -4.1519904  -6.802855
  -4.910333   -4.76568    -2.9679554  -0.4045855  -4.8840303  -7.031729
  -3.2352948  -7.587344   -4.94225    -6.953439  ]]",[[0.9896327]]
292,"[[-3.6522858  -0.40894935 -1.0803878  -6.3649244  -4.400655   -6.6058297
  -4.072485   -7.9556904  -0.39543    -6.4202247  -0.30484396 -4.0526676
  -0.72954464 -2.4804947  -6.028243   -0.4088637   6.79857    -6.015097
  -3.9457276  -4.563051   -2.6563816  -2.321361   -2.9932652  -5.709323
  -4.1287713  -2.0674725  -1.3038001  -0.34741923 -2.5087786   8.231327
  -0.6693417  -6.428567   -4.130052   -6.350539   -0.33512917 -4.9083796
  -6.2037735  -0.3455467  -4.944954   -1.7504114  -6.49535     5.997382
  -6.631665   -6.2498374  -6.478558   -4.0041246  -6.2527747  -3.9454675
  -6.8977776  -2.7100298  -2.9241838  -6.3288474  -4.145171   -6.1651115
  -4.49062    -4.4130144  -2.9031837  -0.40445736 -4.3778715  -6.2317653
  -3.131729   -6.7950053  -4.524223   -6.3407793 ]]",[[0.97696394]]
293,"[[-4.2392817  -2.3100593  -1.2647333  -7.9048715  -5.445428   -8.038248
  -5.385398   -9.552846   -1.4355378  -7.8657665  -1.6685938  -4.751158
  -1.9498998  -2.8631787  -7.30498    -1.8185028  10.303395   -7.456747
  -4.4571     -5.569903   -3.155      -2.5258603  -3.552886   -6.9311624
  -4.854692   -2.5162272  -1.4669012  -1.8402722  -2.8862805  12.37927
  -2.0981243  -7.860543   -4.132495   -7.7449346  -1.4663955  -6.41126
  -7.702154   -2.6998637  -5.708799   -2.1469874  -7.9759417   8.682032
  -8.236452   -7.2878156  -8.016609   -4.781983   -7.1501346  -4.879327
  -8.276921   -3.2303348  -3.5773437  -7.6711936  -4.0410852  -7.5104156
  -5.369224   -5.1345463  -2.9622848  -0.40041557 -5.4624805  -7.976907
  -3.2681613  -8.505609   -5.400565   -7.6235433 ]]",[[0.99636346]]
294,"[[-4.0753427  -1.7396832  -1.2133315  -7.466126   -5.146267   -7.630491
  -5.007644   -9.094658   -1.1249577  -7.4550285  -1.2601265  -4.5547776
  -1.5868193  -2.755057   -6.941938   -1.396686    9.277795   -7.0455437
  -4.3188195  -5.2837553  -3.0150545  -2.473084   -3.3948948  -6.5853615
  -4.651593   -2.3900833  -1.422699   -1.3923763  -2.7807124  11.165334
  -1.6711116  -7.4535956  -4.144294   -7.3483887  -1.1259519  -5.975683
  -7.2769203  -1.9946393  -5.495566   -2.0334716  -7.554639    7.8958197
  -7.778155   -6.998037   -7.5776944  -4.563131   -6.9007397  -4.6151934
  -7.886033   -3.081617   -3.3930929  -7.2899075  -4.0848017  -7.128368
  -5.121463   -4.931649   -2.9553835  -0.40012994 -5.15168    -7.474742
  -3.239839   -8.015415   -5.1511507  -7.2622538 ]]",[[0.9937383]]
295,"[[-4.3305907  -1.2792598  -1.2911363  -7.780358   -5.384455   -8.009767
  -5.1232524  -9.694711   -0.8709605  -7.77551    -0.9737733  -4.808041
  -1.3200794  -2.9281013  -7.295771   -1.072832    9.132137   -7.3690443
  -4.584583   -5.5196185  -3.14272    -2.6808646  -3.6281617  -6.9183407
  -4.904625   -2.4532807  -1.5095083  -1.0531886  -2.9492593  10.996025
  -1.3943791  -7.7843285  -4.535454   -7.705264   -0.88354886 -6.138402
  -7.577739   -1.4939593  -5.8451986  -2.13403    -7.9095716   7.839792
  -8.128154   -7.4230657  -7.930512   -4.811229   -7.4024506  -4.7920423
  -8.307225   -3.2066884  -3.587203   -7.662105   -4.5334578  -7.5082154
  -5.360928   -5.237529   -3.225328   -0.44367877 -5.3558226  -7.752568
  -3.5106552  -8.356808   -5.4002614  -7.6328297 ]]",[[0.99328095]]
296,"[[ -9.982349  -16.961418   -3.1183715 -21.533484  -14.949818  -21.102858
  -16.307884  -24.8568     -9.732365  -20.707678  -12.434168  -11.504365
  -11.689511   -6.7238245 -18.9784    -12.735436   38.82237   -20.284595
   -9.486806  -14.627155   -7.7304487  -4.7973366  -8.843657  -18.102201
  -11.6368065  -6.4211707  -3.1801114 -13.578922   -6.764739   46.34111
  -13.327608  -20.676365   -5.3936343 -20.363092  -10.387669  -19.230892
  -20.826195  -21.27171   -13.237003   -5.906462  -21.380524   30.744137
  -22.534073  -17.14942   -21.781746  -12.089153  -16.009407  -12.892458
  -20.953857   -8.120983   -9.521421  -19.888945   -4.500781  -19.69228
  -13.447868  -12.1094265  -4.1091623  -0.5448499 -14.867609  -23.369474
   -4.9538517 -23.717634  -13.498997  -19.411934 ]]",[[1.]]
297,"[[ -9.612925  -16.382374   -2.981694  -20.876898  -14.422689  -20.40302
  -15.881299  -24.084385   -9.277568  -20.056229  -12.003578  -11.048337
  -11.229592   -6.4363074 -18.375696  -12.3140135  37.704124  -19.67242
   -9.13573   -14.16499    -7.418975   -4.646915   -8.662312  -17.499384
  -11.228314   -6.150979   -3.0321095 -13.091967   -6.4368787  44.968815
  -12.889021  -20.01269    -5.134478  -19.6964    -10.024253  -18.696693
  -20.198174  -20.49885   -12.736895   -5.6508713 -20.6855     29.827604
  -21.834574  -16.625345  -21.10192   -11.638903  -15.52773   -12.564503
  -20.297503   -7.781278   -9.218962  -19.26342    -4.310763  -19.109327
  -12.992955  -11.667659   -3.9987316  -0.5243574 -14.486767  -22.631685
   -4.8065734 -22.97069   -13.037924  -18.7754   ]]",[[1.]]
298,"[[ -8.515272   -14.001383    -2.6689816  -18.326141   -12.689382
  -17.984562   -13.801346   -21.206682    -8.015863   -17.633287
  -10.222973    -9.772467    -9.650635    -5.7189274  -16.190937
  -10.523748    32.611523   -17.285612    -8.082928   -12.436277
   -6.5749965   -4.099735    -7.6006403  -15.426203    -9.940581
   -5.3768053   -2.7323322  -11.205401    -5.757988    38.942345
  -11.059109   -17.611792    -4.6762476  -17.330826    -8.539049
  -16.287794   -17.739634   -17.551218   -11.316385    -4.9921536
  -18.199389    25.774515   -19.180914   -14.710786   -18.550795
  -10.281218   -13.734815   -11.051191   -17.884897    -6.9098716
   -8.126725   -16.965       -3.9826186  -16.653936   -11.475647
  -10.299974    -3.5869644   -0.48768818 -12.699739   -19.861715
   -4.304368   -20.155909   -11.466047   -16.561646  ]]",[[1.]]
299,"[[ -9.087997  -13.08357    -3.084879  -20.410622  -13.857248  -19.998764
  -15.07118   -23.078886   -7.484603  -19.498749   -9.393032  -10.120936
   -8.570892   -5.7491283 -18.134827   -9.788608   33.398224  -19.438974
   -8.256788  -13.151931   -6.429163   -4.2203927  -9.1168995 -17.095016
  -10.9689     -4.2096786  -3.2014258 -10.306552   -5.705119   40.02963
  -10.983113  -19.437511   -3.7520306 -19.16613    -7.7170057 -17.54813
  -19.784372  -17.008257  -12.608647   -5.328701  -20.18745    24.88685
  -21.224646  -16.64006   -20.60427   -11.051008  -15.294618  -12.852336
  -19.802858   -6.963378   -9.166523  -18.87637    -3.6005816 -16.731764
  -12.608961  -10.548339   -3.6530204  -0.5280264 -14.340649  -22.177368
   -4.514886  -22.227964  -12.226316  -18.537167 ]]",[[1.]]
300,"[[-10.34395   -17.152689   -3.2281349 -22.210594  -15.43043   -21.789541
  -16.764696  -25.704468   -9.85985   -21.359137  -12.60523   -11.903846
  -11.834728   -6.9600005 -19.59942   -12.891388   39.66904   -20.93502
   -9.837108  -15.075234   -7.9713235  -5.0013     -9.146156  -18.694695
  -12.036572   -6.596478   -3.296358  -13.747699   -7.005951   47.349503
  -13.527474  -21.328085   -5.6692843 -21.023499  -10.52449   -19.766382
  -21.471048  -21.565443  -13.720098   -6.1001196 -22.059515   31.418383
  -23.236511  -17.752203  -22.471039  -12.501183  -16.61318   -13.287079
  -21.651718   -8.374781   -9.853207  -20.541403   -4.777092  -20.334217
  -13.886562  -12.529048   -4.319177   -0.5692933 -15.31535   -24.077866
   -5.1871266 -24.445446  -13.936348  -20.056013 ]]",[[1.]]
301,"[[ -9.982349  -16.961418   -3.1183715 -21.533484  -14.949818  -21.102858
  -16.307884  -24.8568     -9.732365  -20.707678  -12.434168  -11.504365
  -11.689511   -6.7238245 -18.9784    -12.735436   38.82237   -20.284595
   -9.486806  -14.627155   -7.7304487  -4.7973366  -8.843657  -18.102201
  -11.6368065  -6.4211707  -3.1801114 -13.578922   -6.764739   46.34111
  -13.327608  -20.676365   -5.3936343 -20.363092  -10.387669  -19.230892
  -20.826195  -21.27171   -13.237003   -5.906462  -21.380524   30.744137
  -22.534073  -17.14942   -21.781746  -12.089153  -16.009407  -12.892458
  -20.953857   -8.120983   -9.521421  -19.888945   -4.500781  -19.69228
  -13.447868  -12.1094265  -4.1091623  -0.5448499 -14.867609  -23.369474
   -4.9538517 -23.717634  -13.498997  -19.411934 ]]",[[1.]]
302,"[[ -9.284833  -15.718388   -2.8984587 -20.004223  -13.88302   -19.612118
  -15.139207  -23.145441   -8.996343  -19.2506    -11.506693  -10.6956625
  -10.847939   -6.263503  -17.64551   -11.805384   36.06358   -18.848759
   -8.832508  -13.612193   -7.206735   -4.4697366  -8.239914  -16.82561
  -10.823428   -5.991671   -2.958159  -12.584736   -6.296733   43.0482
  -12.345557  -19.221317   -5.0754695 -18.925264   -9.617721  -17.870691
  -19.355284  -19.68466   -12.309371   -5.477781  -19.868721   28.581417
  -20.946114  -15.967464  -20.243483  -11.231716  -14.909018  -11.998629
  -19.487053   -7.56248    -8.847292  -18.489895   -4.2495484 -18.316448
  -12.51185   -11.268556   -3.8542237  -0.514537  -13.834984  -21.701517
   -4.6335087 -22.037184  -12.555488  -18.044641 ]]",[[1.]]
303,"[[ -9.722822  -14.846968   -3.22628   -21.639488  -14.790913  -21.197737
  -16.094955  -24.640738   -8.517477  -20.691013  -10.757948  -10.957411
   -9.870794   -6.2613773 -19.172886  -11.114361   36.474384  -20.546133
   -8.948029  -14.128656   -7.050931   -4.5444226  -9.438677  -18.1394
  -11.621341   -4.9999533  -3.3168824 -11.76337    -6.2505746  43.661343
  -12.200327  -20.632776   -4.3148704 -20.35544    -8.87673   -18.807228
  -20.944273  -19.125275  -13.32769    -5.735806  -21.426203   27.67167
  -22.543915  -17.47296   -21.860006  -11.837217  -16.170418  -13.424334
  -20.990747   -7.5725136  -9.68798   -19.997076   -3.9447927 -18.30785
  -13.380486  -11.441272   -3.8882244  -0.5536549 -15.115373  -23.5371
   -4.7877936 -23.651117  -13.114466  -19.595284 ]]",[[1.]]
304,"[[-11.140013  -19.237099   -3.4827428 -24.205404  -16.790375  -23.674
  -18.399971  -27.881847  -11.009817  -23.236454  -14.145272  -12.843513
  -13.177065   -7.465645  -21.296253  -14.4381895  43.805428  -22.810751
  -10.545444  -16.365843   -8.573989   -5.326163   -9.953963  -20.300623
  -12.998253   -7.0999856  -3.5284193 -15.385917   -7.506058   52.262955
  -15.133993  -23.184263   -5.778869  -22.852436  -11.794774  -21.6619
  -23.392696  -24.193972  -14.787911   -6.6243296 -24.007765   34.57809
  -25.311075  -19.171373  -24.468355  -13.5276575 -17.904222  -14.488039
  -23.486889   -9.029034  -10.703149  -22.31548    -4.789976  -22.08807
  -15.043226  -13.507504   -4.484671   -0.5930415 -16.713303  -26.320135
   -5.4338436 -26.65033   -15.105196  -21.761326 ]]",[[1.]]
305,"[[ -9.479059   -15.87444     -2.9395547  -20.486975   -14.164836
  -20.046852   -15.535686   -23.674736    -9.010734   -19.696068
  -11.627341   -10.8858385  -10.910669    -6.3563466  -18.056055
  -11.935131    36.774647   -19.305992    -9.026644   -13.917069
   -7.312953    -4.601732    -8.501383   -17.199196   -11.062261
   -6.060172    -2.9996219  -12.692411    -6.3644037   43.868553
  -12.505518   -19.657557    -5.169548   -19.350683    -9.715199
  -18.29953    -19.820213   -19.865452   -12.559473    -5.5565085
  -20.310265    29.125134   -21.42914    -16.371721   -20.7129
  -11.455605   -15.308544   -12.324785   -19.954716    -7.664583
   -9.058419   -18.927975    -4.3681936  -18.768808   -12.781691
  -11.497624    -3.9973137   -0.52366513 -14.204699   -22.18159
   -4.79184    -22.537384   -12.822909   -18.459637  ]]",[[1.]]
306,"[[ -8.277829   -13.773446    -2.5612102  -17.775322   -12.3033905
  -17.423384   -13.460352   -20.459085    -7.8627367  -17.13796
  -10.032917    -9.522121    -9.534123    -5.5799484  -15.675772
  -10.352201    31.882828   -16.736626    -7.9317894  -12.132506
   -6.466345    -4.02549     -7.284618   -14.940669    -9.6638365
   -5.4018373   -2.647159   -11.004534    -5.614786    38.045403
  -10.804693   -17.109612    -4.725143   -16.818895    -8.408655
  -15.854452   -17.22438    -17.103687   -10.962929    -4.846269
  -17.635021    25.377113   -18.590593   -14.254887   -17.971397
   -9.993438   -13.295992   -10.694899   -17.34457     -6.76047
   -7.845074   -16.432383    -3.9850574  -16.293617   -11.147197
  -10.0617      -3.5666447   -0.47307935 -12.313592   -19.193888
   -4.266477   -19.555643   -11.1857815  -16.043129  ]]",[[1.]]
307,"[[ -9.954122   -16.147047    -3.1015718  -21.369413   -14.814178
  -20.964886   -16.105698   -24.779835    -9.240063   -20.563656
  -11.876985   -11.436636   -11.127577    -6.678114   -18.87747
  -12.13951     37.862183   -20.145205    -9.50081    -14.504086
   -7.631222    -4.870266    -8.881348   -17.992516   -11.593947
   -6.2887716   -3.168417   -12.921104    -6.7068267   45.19241
  -12.769911   -20.521322    -5.5554695  -20.236902    -9.915472
  -18.990402   -20.66629    -20.292946   -13.234779    -5.8409805
  -21.22837     29.999731   -22.349066   -17.15351    -21.62437
  -12.016422   -16.10108    -12.82199    -20.865982    -8.010282
   -9.473932   -19.786154    -4.7458     -19.588055   -13.36538
  -12.07356     -4.2624025   -0.56634563 -14.766752   -23.11935
   -5.098298   -23.500498   -13.416811   -19.320404  ]]",[[1.]]
308,"[[ -9.284833  -15.718388   -2.8984587 -20.004223  -13.88302   -19.612118
  -15.139207  -23.145441   -8.996343  -19.2506    -11.506693  -10.6956625
  -10.847939   -6.263503  -17.64551   -11.805384   36.06358   -18.848759
   -8.832508  -13.612193   -7.206735   -4.4697366  -8.239914  -16.82561
  -10.823428   -5.991671   -2.958159  -12.584736   -6.296733   43.0482
  -12.345557  -19.221317   -5.0754695 -18.925264   -9.617721  -17.870691
  -19.355284  -19.68466   -12.309371   -5.477781  -19.868721   28.581417
  -20.946114  -15.967464  -20.243483  -11.231716  -14.909018  -11.998629
  -19.487053   -7.56248    -8.847292  -18.489895   -4.2495484 -18.316448
  -12.51185   -11.268556   -3.8542237  -0.514537  -13.834984  -21.701517
   -4.6335087 -22.037184  -12.555488  -18.044641 ]]",[[1.]]
309,"[[-4.064757   -1.6473702  -1.2087473  -7.42875    -5.1201777  -7.5981708
  -4.9754395  -9.058184   -1.0717449  -7.423735   -1.1964365  -4.5389314
  -1.5226196  -2.7456722  -6.913233   -1.3293015   9.151522   -7.0141206
  -4.313518   -5.258682   -3.0013611  -2.4758782  -3.3823695  -6.5580635
  -4.638351   -2.3742747  -1.4199766  -1.3185047  -2.7710314  11.014466
  -1.6062827  -7.420132   -4.155492   -7.318083   -1.0722276  -5.9348655
  -7.2437587  -1.8810785  -5.484521   -2.022907   -7.5209265   7.8004265
  -7.73906    -6.981139   -7.541809   -4.545325   -6.8904715  -4.594816
  -7.8576245  -3.0660684  -3.3794143  -7.2621837  -4.103441   -7.1009007
  -5.1042924  -4.919437   -2.9663522  -0.40173632 -5.1263885  -7.4283705
  -3.2509847  -7.9717164  -5.131762   -7.2355824 ]]",[[0.99330455]]
310,"[[ -4.765759    -4.1069875   -1.4321232   -9.278373    -6.3939075
   -9.324439    -6.5506682  -11.005516    -2.441854    -9.15166
   -2.9688265   -5.3841367   -3.1230142   -3.214156    -8.445937
   -3.1508815   13.517975    -8.742382    -4.896438    -6.475118
   -3.6033247   -2.6975951   -4.0505953   -8.024802    -5.496949
   -2.9193144   -1.6185993   -3.2683458   -3.2338724   16.198807
   -3.447596    -9.136372    -4.117126    -8.992159    -2.5478342
   -7.766402    -9.030991    -4.9459457   -6.3888717   -2.512653
   -9.306367    11.154983    -9.67321     -8.199548    -9.394981
   -5.4831653   -7.9331894   -5.6919675   -9.507236    -3.7100456
   -4.1552863   -8.867377    -3.918417    -8.712161    -6.1503344
   -5.78222     -2.981409    -0.40134838  -6.415663    -9.557408
   -3.3509216  -10.0505085   -6.1806645   -8.766587  ]]",[[0.99934417]]
311,"[[-3.7545714  -0.6824683  -1.1121492  -6.61857    -4.573464   -6.8449855
  -4.2830634  -8.228604   -0.54633296 -6.659097   -0.50471056 -4.1723976
  -0.90734273 -2.5457087  -6.2412834  -0.61277044  7.3371863  -6.2540054
  -4.037738   -4.7300043  -2.7388241  -2.3631744  -3.0905426  -5.91322
  -4.252965   -2.1407564  -1.3325421  -0.5635869  -2.574103    8.868525
  -0.8787287  -6.6650386  -4.146893   -6.582961   -0.49917743 -5.1478133
  -6.4510293  -0.68923944 -5.078067   -1.8157315  -6.7411995   6.4123826
  -6.8960724  -6.4289594  -6.733374   -4.135361   -6.4140477  -4.0991354
  -7.129605   -2.7953088  -3.0348961  -6.553851   -4.14862    -6.3918605
  -4.636937   -4.537276   -2.9246986  -0.40419975 -4.555051   -6.514906
  -3.1659591  -7.075119   -4.6698933  -6.5570908 ]]",[[0.98260975]]
312,"[[-3.7436657  -0.30395392 -1.1060156  -6.5083895  -4.496897   -6.756981
  -4.1542253  -8.146344   -0.3379285  -6.5638494  -0.23348132 -4.1473026
  -0.66819644 -2.5375068  -6.1691246  -0.33810434  6.8414035  -6.155363
  -4.0514584  -4.6592717  -2.7107656  -2.3906317  -3.0682714  -5.845325
  -4.233888   -2.1103718  -1.3381655  -0.2661287  -2.5675867   8.274997
  -0.6138454  -6.576289   -4.2466035  -6.4982243  -0.2717823  -4.994617
  -6.344489   -0.22184712 -5.0665703  -1.7873534  -6.641484    6.041985
  -6.7808723  -6.411065   -6.6250396  -4.098849   -6.4245644  -4.041071
  -7.0618396  -2.758186   -3.0064094  -6.480702   -4.2742515  -6.311698
  -4.593101   -4.52073    -2.997485   -0.40949935 -4.474579   -6.357489
  -3.2330213  -6.9411674  -4.6220884  -6.4916472 ]]",[[0.9774624]]
313,"[[-19.779896    25.731804   -12.793695   -69.49582    -39.01118
  -66.232      -44.507587   -59.979748    16.424511   -63.804066
   24.767761   -12.341804    30.506424    -1.6783347  -64.52606
   20.913857    34.994957   -70.621826    -8.783315   -26.955606
    2.2858024   -7.117276   -48.71266    -54.865913   -34.83798
   32.91643    -16.003212    26.270124     0.90680975  45.949905
    0.8642194  -62.302776    22.551994   -61.65582     23.978975
  -43.37647    -69.257904    18.47211    -42.80648    -10.560115
  -65.98246    -15.081007   -67.548546   -65.92701    -67.80166
  -26.216057   -52.444344   -59.829323   -63.703022    -2.6107092
  -33.587387   -63.096066     6.6048613   -8.616174   -37.903976
  -11.48722     -5.97735     -1.038599   -55.288155   -73.27539
  -10.863502   -68.89712    -27.987976   -65.470955  ]]",[[0.00090343]]
314,"[[-22.247044    21.115738   -13.7018     -75.67992    -43.16197
  -72.19332    -49.22332    -66.723976    13.802601   -69.5787
   21.478495   -15.117695    27.677107    -3.154913   -69.89642
   17.489656    45.75955    -76.552666   -10.907183   -30.735981
    0.59002024  -8.082168   -51.468884   -59.93992    -37.975124
   31.953394   -16.833525    22.661312    -0.5213899   58.849953
   -3.0073671  -68.04364     22.303982   -67.37601     21.313366
  -48.72922    -75.254395    12.234941   -46.32441    -12.105081
  -72.02898     -7.4524713  -73.992355   -70.6322     -74.03437
  -29.370422   -56.714798   -63.791668   -69.49965     -4.4530716
  -36.408234   -68.72277      6.3688335  -13.337878   -41.493084
  -14.304125    -6.5919514   -1.108917   -59.673702   -80.19391
  -11.782723   -75.64864    -31.429281   -70.926994  ]]",[[0.93277895]]
315,"[[-22.378897    28.516052   -14.565404   -78.95992    -44.352806
  -75.21334    -50.703445   -68.0092      18.205343   -72.41038
   27.642311   -13.979398    34.208714    -1.8731658  -73.21633
   23.243872    40.484566   -80.24578     -9.870381   -30.607613
    2.6036754   -7.9531374  -55.233448   -62.315342   -39.533333
   37.306995   -18.131235    29.285557     1.0794218   53.035583
    0.48626003 -70.72444     25.99576    -70.03424     26.826435
  -49.38203    -78.67271     19.996386   -48.509018   -12.043173
  -74.93689    -16.664463   -76.80049    -74.6833     -77.04256
  -29.751675   -59.3613     -67.86698    -72.29102     -2.9421144
  -38.190987   -71.653046     7.9379296   -9.758013   -42.9775
  -12.943781    -6.5515513   -1.1207241  -62.74804    -83.34741
  -12.109419   -78.3194     -31.746191   -74.29433   ]]",[[0.00118422]]
316,"[[-21.23861     23.705793   -13.416054   -73.870926   -41.7512
  -70.38718    -47.755535   -64.281044    15.351858   -67.86695
   23.49254    -13.852516    29.598091    -2.3074045  -68.34688
   19.472275    41.30783    -74.9071      -9.905502   -29.275276
    1.5612432   -7.595332   -50.92514    -58.377617   -36.968468
   33.10326    -16.654411    24.823523     0.33292732  53.57731
   -1.1861304  -66.299515    23.059649   -65.63531     23.024237
  -46.843723   -73.57322     15.496006   -45.22314    -11.451795
  -70.20896    -11.399417   -72.00657    -69.397095   -72.175575
  -28.179312   -55.417305   -63.03951    -67.69592     -3.473557
  -35.603104   -67.044586     6.844881   -11.039473   -40.32712
  -13.013936    -6.29881     -1.0561036  -58.594643   -78.12779
  -11.42561    -73.548645   -30.134724   -69.34196   ]]",[[0.12731041]]
317,"[[-21.349218   23.993168  -13.50426   -74.33249   -41.996807  -70.82334
  -48.040527  -64.64497    15.530624  -68.28628    23.751265  -13.895677
   29.899267   -2.2864351 -68.77842    19.702654   41.414467  -75.38434
   -9.931953  -29.42479     1.6185648  -7.6302085 -51.27797   -58.73706
  -37.1948     33.39924   -16.768133   25.100391    0.3748859  53.739017
   -1.1169666 -66.70562    23.269966  -66.040146   23.267551  -47.102142
  -74.03702    15.74416   -45.5063    -11.508265  -70.642555  -11.6609955
  -72.448654  -69.84985   -72.62293   -28.332788  -55.76514   -63.463223
  -68.11157    -3.450694  -35.831097  -67.46183     6.9213157 -11.017557
  -40.56841   -13.049352   -6.3276534  -1.0604725 -58.973373  -78.60941
  -11.489529  -73.99592   -30.297913  -69.77986  ]]",[[0.10549409]]
318,"[[-22.702982    27.763357   -14.667689   -79.73921    -44.887516
  -75.96973    -51.30973    -68.9371      17.786335   -73.13113
   27.083408   -14.370743    33.716946    -2.0837054  -73.873856
   22.679834    42.048767   -80.99008    -10.167774   -31.115128
    2.352768    -8.076213   -55.557247   -62.960693   -39.922382
   37.087852   -18.204872    28.678179     0.8728528   54.905537
   -0.10165425 -71.43908     25.914398   -70.76019     26.373575
  -50.09696    -79.4201      18.990326   -48.934658   -12.250113
  -75.70513    -15.467058   -77.631134   -75.24191    -77.845795
  -30.161043   -59.90567    -68.33272    -73.02775     -3.2007558
  -38.54234    -72.36612      7.887143   -10.475441   -43.42895
  -13.344761    -6.626599    -1.1331984  -63.293606   -84.24577
  -12.216788   -79.19329    -32.193558   -74.96538   ]]",[[0.00540468]]
319,"[[-22.08379     20.86258    -13.587532   -75.068954   -42.824356
  -71.61295    -48.83387    -66.21121     13.643471   -69.02271
   21.236921   -15.025157    27.382313    -3.1541357  -69.33174
   17.283       45.482773   -75.9281     -10.846329   -30.512068
    0.55211484  -8.028534   -51.030846   -59.459877   -37.672108
   31.635191   -16.691275    22.404657    -0.545319    58.48133
   -3.0261047  -67.50204     22.070616   -66.836       21.079557
  -48.358738   -74.645485    12.05219    -45.95221    -12.015911
  -71.45144     -7.2667193  -73.40074    -70.05274    -73.43785
  -29.149694   -56.25901    -63.25988    -68.94395     -4.4484086
  -36.110195   -68.16853      6.286071   -13.292347   -41.16623
  -14.221781    -6.550894    -1.1020046  -59.18659    -79.54861
  -11.6983385  -75.04598    -31.194513   -70.35295   ]]",[[0.93824697]]
320,"[[-20.049885    26.212036   -13.002496   -70.49181    -39.56238
  -67.17573    -45.143475   -60.788834    16.715487   -64.704414
   25.217499   -12.476685    31.036871    -1.6806251  -65.45042
   21.302559    35.357765   -71.645256    -8.870623   -27.314856
    2.3627248   -7.217219   -49.445137   -55.650024   -35.34426
   33.470337   -16.258814    26.751133     0.95355946  46.44216
    0.9338085  -63.184273    22.970394   -62.537052    24.402359
  -43.971523   -70.246666    18.842512   -43.428024   -10.717082
  -66.920586   -15.494334   -68.51565    -66.8905     -68.77034
  -26.576706   -53.189846   -60.685432   -64.61027     -2.6112123
  -34.07927    -63.999783     6.7592726   -8.635332   -38.43784
  -11.598354    -6.042316    -1.0471821  -56.065952   -74.3145
  -11.002871   -69.87168    -28.372955   -66.41579   ]]",[[0.00069929]]
321,"[[-3.7843804  -0.5817385  -1.1196371  -6.6507845  -4.594323   -6.8834276
  -4.292174   -8.27194    -0.49006194 -6.6966476  -0.4305143  -4.201432
  -0.84471285 -2.5656216  -6.278661   -0.5407476   7.2686663  -6.2874184
  -4.0802326  -4.7522645  -2.7551506  -2.3912296  -3.110558   -5.951011
  -4.287154   -2.1514115  -1.3468435  -0.48191163 -2.5925314   8.783358
  -0.81272525 -6.7031274  -4.2061825  -6.6207485  -0.43775266 -5.1531053
  -6.4850235  -0.5618285  -5.120269   -1.8228954  -6.775855    6.366336
  -6.9298334  -6.4823966  -6.765256   -4.1635265  -6.4746156  -4.124037
  -7.176612   -2.8068686  -3.057862   -6.596343   -4.2156024  -6.429616
  -4.667903   -4.5731297  -2.9721806  -0.4078683  -4.5756674  -6.531632
  -3.2164128  -7.102674   -4.6993814  -6.599252  ]]",[[0.9819703]]
